window_start,window_end,variant_density
1,500000,67
1001,501000,69
2001,502000,69
3001,503000,69
4001,504000,69
5001,505000,69
6001,506000,69
7001,507000,71
8001,508000,71
9001,509000,71
10001,510000,71
11001,511000,72
12001,512000,74
13001,513000,74
14001,514000,74
15001,515000,74
16001,516000,75
17001,517000,75
18001,518000,75
19001,519000,75
20001,520000,75
21001,521000,75
22001,522000,75
23001,523000,75
24001,524000,75
25001,525000,75
26001,526000,75
27001,527000,75
28001,528000,75
29001,529000,75
30001,530000,75
31001,531000,75
32001,532000,75
33001,533000,75
34001,534000,75
35001,535000,75
36001,536000,75
37001,537000,75
38001,538000,76
39001,539000,76
40001,540000,76
41001,541000,76
42001,542000,76
43001,543000,76
44001,544000,76
45001,545000,76
46001,546000,76
47001,547000,76
48001,548000,76
49001,549000,76
50001,550000,77
51001,551000,77
52001,552000,77
53001,553000,77
54001,554000,77
55001,555000,77
56001,556000,78
57001,557000,78
58001,558000,78
59001,559000,78
60001,560000,78
61001,561000,77
62001,562000,76
63001,563000,77
64001,564000,77
65001,565000,76
66001,566000,75
67001,567000,75
68001,568000,75
69001,569000,76
70001,570000,76
71001,571000,76
72001,572000,76
73001,573000,76
74001,574000,75
75001,575000,75
76001,576000,75
77001,577000,75
78001,578000,75
79001,579000,75
80001,580000,75
81001,581000,75
82001,582000,75
83001,583000,75
84001,584000,75
85001,585000,75
86001,586000,76
87001,587000,75
88001,588000,75
89001,589000,75
90001,590000,75
91001,591000,75
92001,592000,75
93001,593000,75
94001,594000,75
95001,595000,75
96001,596000,75
97001,597000,75
98001,598000,75
99001,599000,75
100001,600000,75
101001,601000,75
102001,602000,75
103001,603000,75
104001,604000,76
105001,605000,77
106001,606000,78
107001,607000,78
108001,608000,78
109001,609000,78
110001,610000,78
111001,611000,78
112001,612000,78
113001,613000,78
114001,614000,78
115001,615000,78
116001,616000,78
117001,617000,79
118001,618000,80
119001,619000,80
120001,620000,80
121001,621000,80
122001,622000,80
123001,623000,80
124001,624000,80
125001,625000,81
126001,626000,81
127001,627000,83
128001,628000,83
129001,629000,83
130001,630000,83
131001,631000,83
132001,632000,83
133001,633000,83
134001,634000,83
135001,635000,83
136001,636000,84
137001,637000,84
138001,638000,84
139001,639000,85
140001,640000,85
141001,641000,85
142001,642000,86
143001,643000,86
144001,644000,86
145001,645000,86
146001,646000,86
147001,647000,86
148001,648000,86
149001,649000,87
150001,650000,87
151001,651000,86
152001,652000,87
153001,653000,87
154001,654000,87
155001,655000,87
156001,656000,86
157001,657000,86
158001,658000,82
159001,659000,81
160001,660000,80
161001,661000,79
162001,662000,79
163001,663000,80
164001,664000,80
165001,665000,82
166001,666000,82
167001,667000,83
168001,668000,83
169001,669000,83
170001,670000,83
171001,671000,83
172001,672000,83
173001,673000,83
174001,674000,83
175001,675000,83
176001,676000,82
177001,677000,81
178001,678000,82
179001,679000,82
180001,680000,82
181001,681000,82
182001,682000,82
183001,683000,83
