window_start,window_end,variant_density
1,500000,38
1001,501000,38
2001,502000,38
3001,503000,38
4001,504000,38
5001,505000,38
6001,506000,38
7001,507000,38
8001,508000,38
9001,509000,38
10001,510000,38
11001,511000,38
12001,512000,38
13001,513000,38
14001,514000,39
15001,515000,39
16001,516000,39
17001,517000,39
18001,518000,39
19001,519000,39
20001,520000,39
21001,521000,39
22001,522000,39
23001,523000,39
24001,524000,39
25001,525000,39
26001,526000,39
27001,527000,39
28001,528000,39
29001,529000,39
30001,530000,40
31001,531000,40
32001,532000,40
33001,533000,40
34001,534000,40
35001,535000,40
36001,536000,40
37001,537000,41
38001,538000,41
39001,539000,42
40001,540000,42
41001,541000,42
42001,542000,42
43001,543000,42
44001,544000,42
45001,545000,42
46001,546000,42
47001,547000,42
48001,548000,42
49001,549000,42
50001,550000,42
51001,551000,42
52001,552000,42
53001,553000,42
54001,554000,43
55001,555000,43
56001,556000,43
57001,557000,43
58001,558000,43
59001,559000,43
60001,560000,43
61001,561000,43
62001,562000,42
63001,563000,42
64001,564000,42
65001,565000,42
66001,566000,42
67001,567000,42
68001,568000,42
69001,569000,42
70001,570000,41
71001,571000,41
72001,572000,41
73001,573000,41
74001,574000,42
75001,575000,42
76001,576000,42
77001,577000,43
78001,578000,43
79001,579000,46
80001,580000,46
81001,581000,46
82001,582000,45
83001,583000,45
84001,584000,45
85001,585000,45
86001,586000,45
87001,587000,45
88001,588000,46
89001,589000,46
90001,590000,46
91001,591000,44
92001,592000,44
93001,593000,44
94001,594000,44
95001,595000,45
96001,596000,45
97001,597000,45
98001,598000,45
99001,599000,46
100001,600000,46
101001,601000,46
102001,602000,46
103001,603000,46
104001,604000,46
105001,605000,46
106001,606000,46
107001,607000,46
108001,608000,46
109001,609000,46
110001,610000,47
111001,611000,47
112001,612000,47
113001,613000,47
114001,614000,47
115001,615000,47
116001,616000,47
117001,617000,47
118001,618000,47
119001,619000,47
120001,620000,47
121001,621000,47
122001,622000,47
123001,623000,47
124001,624000,47
125001,625000,47
126001,626000,47
127001,627000,46
128001,628000,46
129001,629000,46
130001,630000,46
131001,631000,46
132001,632000,46
133001,633000,46
134001,634000,45
135001,635000,45
136001,636000,45
137001,637000,45
138001,638000,45
139001,639000,45
140001,640000,45
141001,641000,45
142001,642000,46
143001,643000,46
144001,644000,46
145001,645000,46
146001,646000,46
147001,647000,46
148001,648000,46
149001,649000,45
150001,650000,44
151001,651000,44
152001,652000,44
153001,653000,44
154001,654000,44
155001,655000,44
156001,656000,44
157001,657000,40
158001,658000,40
159001,659000,40
160001,660000,40
161001,661000,40
162001,662000,40
163001,663000,40
164001,664000,41
165001,665000,41
166001,666000,42
167001,667000,42
168001,668000,42
169001,669000,42
170001,670000,42
171001,671000,42
172001,672000,43
173001,673000,42
174001,674000,42
175001,675000,42
176001,676000,42
177001,677000,42
178001,678000,43
179001,679000,42
180001,680000,42
181001,681000,42
182001,682000,42
183001,683000,42
184001,684000,42
185001,685000,42
186001,686000,42
187001,687000,42
188001,688000,43
189001,689000,43
190001,690000,43
191001,691000,43
192001,692000,43
193001,693000,43
194001,694000,43
195001,695000,43
196001,696000,43
197001,697000,43
198001,698000,43
199001,699000,43
200001,700000,43
201001,701000,43
202001,702000,43
203001,703000,43
204001,704000,43
205001,705000,43
206001,706000,43
207001,707000,44
208001,708000,44
209001,709000,44
210001,710000,43
211001,711000,43
212001,712000,43
213001,713000,43
214001,714000,43
215001,715000,43
216001,716000,43
217001,717000,43
218001,718000,43
219001,719000,43
220001,720000,43
