window_start,window_end,variant_density
1,500000,0
1001,501000,0
2001,502000,0
3001,503000,0
4001,504000,0
5001,505000,0
6001,506000,0
7001,507000,0
8001,508000,0
9001,509000,0
10001,510000,0
11001,511000,0
12001,512000,0
13001,513000,0
14001,514000,0
15001,515000,0
16001,516000,0
17001,517000,0
18001,518000,0
19001,519000,0
20001,520000,0
21001,521000,0
22001,522000,0
23001,523000,0
24001,524000,0
25001,525000,0
26001,526000,0
27001,527000,0
28001,528000,0
29001,529000,0
30001,530000,0
31001,531000,0
32001,532000,0
33001,533000,0
34001,534000,0
35001,535000,0
36001,536000,0
37001,537000,0
38001,538000,0
39001,539000,0
40001,540000,0
41001,541000,0
42001,542000,0
43001,543000,0
44001,544000,0
45001,545000,0
46001,546000,0
47001,547000,0
48001,548000,0
49001,549000,0
50001,550000,0
51001,551000,0
52001,552000,0
53001,553000,0
54001,554000,0
55001,555000,0
56001,556000,0
57001,557000,0
58001,558000,0
59001,559000,0
60001,560000,0
61001,561000,0
62001,562000,0
63001,563000,0
64001,564000,0
65001,565000,0
66001,566000,0
67001,567000,0
68001,568000,0
69001,569000,0
70001,570000,0
71001,571000,0
72001,572000,0
73001,573000,0
74001,574000,0
75001,575000,0
76001,576000,0
77001,577000,0
78001,578000,0
79001,579000,0
80001,580000,0
81001,581000,0
82001,582000,0
83001,583000,0
84001,584000,0
85001,585000,0
86001,586000,0
87001,587000,0
88001,588000,0
89001,589000,0
90001,590000,0
91001,591000,0
92001,592000,0
93001,593000,0
94001,594000,0
95001,595000,0
96001,596000,0
97001,597000,0
98001,598000,0
99001,599000,0
100001,600000,0
101001,601000,0
102001,602000,0
103001,603000,0
104001,604000,0
105001,605000,0
106001,606000,0
107001,607000,0
108001,608000,0
109001,609000,0
110001,610000,0
111001,611000,0
112001,612000,0
113001,613000,0
114001,614000,0
115001,615000,0
116001,616000,0
117001,617000,0
118001,618000,0
119001,619000,0
120001,620000,0
121001,621000,0
122001,622000,0
123001,623000,0
124001,624000,0
125001,625000,0
126001,626000,0
127001,627000,0
128001,628000,0
129001,629000,0
130001,630000,0
131001,631000,0
132001,632000,0
133001,633000,0
134001,634000,0
135001,635000,0
136001,636000,0
137001,637000,0
138001,638000,0
139001,639000,0
140001,640000,0
141001,641000,0
142001,642000,0
143001,643000,0
