window_start,window_end,variant_density
1,500000,38
1001,501000,38
2001,502000,38
3001,503000,38
4001,504000,38
5001,505000,38
6001,506000,38
7001,507000,38
8001,508000,38
9001,509000,38
10001,510000,38
11001,511000,39
12001,512000,39
13001,513000,39
14001,514000,39
15001,515000,39
16001,516000,39
17001,517000,39
18001,518000,39
19001,519000,39
20001,520000,39
21001,521000,39
22001,522000,40
23001,523000,41
24001,524000,41
25001,525000,41
26001,526000,41
27001,527000,41
28001,528000,41
29001,529000,41
30001,530000,41
31001,531000,41
32001,532000,41
33001,533000,41
34001,534000,41
35001,535000,41
36001,536000,41
37001,537000,41
38001,538000,41
39001,539000,41
40001,540000,41
41001,541000,41
42001,542000,41
43001,543000,41
44001,544000,41
45001,545000,41
46001,546000,41
47001,547000,41
48001,548000,41
49001,549000,41
50001,550000,41
51001,551000,41
52001,552000,41
53001,553000,41
54001,554000,42
55001,555000,42
56001,556000,42
57001,557000,43
58001,558000,43
59001,559000,43
60001,560000,43
61001,561000,43
62001,562000,43
63001,563000,43
64001,564000,43
65001,565000,44
66001,566000,45
67001,567000,45
68001,568000,45
69001,569000,46
70001,570000,48
71001,571000,48
72001,572000,48
73001,573000,48
74001,574000,48
75001,575000,49
76001,576000,49
77001,577000,49
78001,578000,49
79001,579000,49
80001,580000,49
81001,581000,49
82001,582000,49
83001,583000,49
84001,584000,49
85001,585000,49
86001,586000,49
87001,587000,49
88001,588000,49
89001,589000,49
90001,590000,49
91001,591000,49
92001,592000,49
93001,593000,49
94001,594000,49
95001,595000,49
96001,596000,49
97001,597000,49
98001,598000,49
99001,599000,49
100001,600000,49
101001,601000,49
102001,602000,49
103001,603000,49
104001,604000,50
105001,605000,50
106001,606000,50
107001,607000,50
108001,608000,50
109001,609000,50
110001,610000,50
111001,611000,50
112001,612000,50
113001,613000,50
114001,614000,50
115001,615000,50
116001,616000,50
117001,617000,51
118001,618000,51
119001,619000,51
120001,620000,51
121001,621000,51
122001,622000,51
123001,623000,51
124001,624000,51
125001,625000,51
126001,626000,51
127001,627000,52
128001,628000,52
129001,629000,51
130001,630000,51
131001,631000,51
132001,632000,51
133001,633000,51
134001,634000,51
135001,635000,51
136001,636000,51
137001,637000,51
138001,638000,51
139001,639000,51
140001,640000,50
141001,641000,50
142001,642000,50
143001,643000,50
144001,644000,50
145001,645000,50
146001,646000,51
147001,647000,51
148001,648000,51
149001,649000,51
150001,650000,51
151001,651000,51
152001,652000,51
153001,653000,51
154001,654000,51
155001,655000,51
156001,656000,51
157001,657000,51
158001,658000,51
159001,659000,51
160001,660000,51
161001,661000,51
162001,662000,51
163001,663000,51
164001,664000,51
165001,665000,51
166001,666000,51
167001,667000,52
168001,668000,52
169001,669000,52
170001,670000,52
171001,671000,52
172001,672000,52
173001,673000,52
174001,674000,52
175001,675000,52
176001,676000,52
177001,677000,52
178001,678000,52
179001,679000,51
180001,680000,51
181001,681000,51
182001,682000,51
183001,683000,51
184001,684000,52
185001,685000,52
186001,686000,52
187001,687000,52
188001,688000,52
189001,689000,51
190001,690000,51
191001,691000,51
192001,692000,51
193001,693000,50
194001,694000,50
195001,695000,50
196001,696000,50
197001,697000,50
198001,698000,50
199001,699000,50
200001,700000,50
201001,701000,50
202001,702000,50
203001,703000,50
204001,704000,50
205001,705000,50
206001,706000,50
207001,707000,50
208001,708000,50
209001,709000,50
210001,710000,50
211001,711000,50
212001,712000,50
213001,713000,50
214001,714000,50
215001,715000,50
216001,716000,50
217001,717000,50
218001,718000,50
219001,719000,50
220001,720000,51
