window_start,window_end,variant_density
1,50000,22
1001,51000,22
2001,52000,23
3001,53000,23
4001,54000,23
5001,55000,23
6001,56000,23
7001,57000,24
8001,58000,24
9001,59000,24
10001,60000,24
11001,61000,24
12001,62000,24
13001,63000,26
14001,64000,26
15001,65000,23
16001,66000,23
17001,67000,22
18001,68000,22
19001,69000,19
20001,70000,19
21001,71000,19
22001,72000,19
23001,73000,19
24001,74000,19
25001,75000,19
26001,76000,19
27001,77000,19
28001,78000,18
29001,79000,18
30001,80000,19
31001,81000,19
32001,82000,19
33001,83000,19
34001,84000,18
35001,85000,17
36001,86000,17
37001,87000,17
38001,88000,16
39001,89000,12
40001,90000,10
41001,91000,8
42001,92000,8
43001,93000,8
44001,94000,8
45001,95000,8
46001,96000,8
47001,97000,8
48001,98000,8
49001,99000,8
50001,100000,10
51001,101000,10
52001,102000,9
53001,103000,9
54001,104000,9
55001,105000,9
56001,106000,9
57001,107000,9
58001,108000,10
59001,109000,10
60001,110000,10
61001,111000,10
62001,112000,10
63001,113000,9
64001,114000,10
65001,115000,10
66001,116000,10
67001,117000,10
68001,118000,9
69001,119000,10
70001,120000,10
71001,121000,10
72001,122000,11
73001,123000,11
74001,124000,11
75001,125000,11
76001,126000,11
77001,127000,10
78001,128000,10
79001,129000,10
80001,130000,10
81001,131000,10
82001,132000,10
83001,133000,10
84001,134000,10
85001,135000,10
86001,136000,10
87001,137000,10
88001,138000,10
89001,139000,9
90001,140000,10
91001,141000,10
92001,142000,10
93001,143000,11
94001,144000,12
95001,145000,12
96001,146000,12
97001,147000,12
98001,148000,12
99001,149000,12
100001,150000,10
101001,151000,11
102001,152000,11
103001,153000,11
104001,154000,11
105001,155000,11
106001,156000,11
107001,157000,10
108001,158000,9
109001,159000,9
110001,160000,9
111001,161000,9
112001,162000,9
113001,163000,8
114001,164000,7
115001,165000,7
116001,166000,7
117001,167000,7
118001,168000,7
119001,169000,6
120001,170000,6
121001,171000,6
122001,172000,5
123001,173000,5
124001,174000,5
125001,175000,5
126001,176000,6
127001,177000,6
128001,178000,7
129001,179000,7
130001,180000,7
131001,181000,9
132001,182000,9
133001,183000,9
134001,184000,9
135001,185000,9
136001,186000,9
137001,187000,9
138001,188000,9
139001,189000,9
140001,190000,8
141001,191000,8
142001,192000,8
143001,193000,7
144001,194000,6
145001,195000,7
146001,196000,7
147001,197000,7
148001,198000,7
149001,199000,7
150001,200000,7
151001,201000,6
152001,202000,6
153001,203000,6
154001,204000,6
155001,205000,6
156001,206000,6
157001,207000,6
158001,208000,6
159001,209000,6
160001,210000,6
161001,211000,7
162001,212000,7
163001,213000,7
164001,214000,8
165001,215000,8
166001,216000,8
167001,217000,8
168001,218000,8
169001,219000,8
170001,220000,8
171001,221000,8
172001,222000,8
173001,223000,8
174001,224000,8
175001,225000,8
176001,226000,7
177001,227000,7
178001,228000,6
179001,229000,6
180001,230000,5
181001,231000,3
182001,232000,3
183001,233000,3
184001,234000,3
185001,235000,3
186001,236000,3
187001,237000,3
188001,238000,4
189001,239000,4
190001,240000,4
191001,241000,4
192001,242000,4
193001,243000,4
194001,244000,5
195001,245000,4
196001,246000,4
197001,247000,4
198001,248000,4
199001,249000,5
200001,250000,5
201001,251000,6
202001,252000,6
203001,253000,6
204001,254000,6
205001,255000,6
206001,256000,7
207001,257000,7
208001,258000,7
209001,259000,7
210001,260000,7
211001,261000,6
212001,262000,6
213001,263000,7
214001,264000,6
215001,265000,6
216001,266000,6
217001,267000,6
218001,268000,6
219001,269000,6
220001,270000,6
221001,271000,6
222001,272000,6
223001,273000,7
224001,274000,7
225001,275000,7
226001,276000,7
227001,277000,7
228001,278000,8
229001,279000,8
230001,280000,8
231001,281000,8
232001,282000,8
233001,283000,8
234001,284000,8
235001,285000,8
236001,286000,9
237001,287000,9
238001,288000,8
239001,289000,8
240001,290000,8
241001,291000,9
242001,292000,9
243001,293000,9
244001,294000,8
245001,295000,14
246001,296000,14
247001,297000,15
248001,298000,15
249001,299000,14
250001,300000,14
251001,301000,14
252001,302000,14
253001,303000,14
254001,304000,14
255001,305000,15
256001,306000,14
257001,307000,14
258001,308000,15
259001,309000,15
260001,310000,15
261001,311000,15
262001,312000,15
263001,313000,14
264001,314000,14
265001,315000,14
266001,316000,14
267001,317000,14
268001,318000,14
269001,319000,14
270001,320000,14
271001,321000,14
272001,322000,14
273001,323000,14
274001,324000,14
275001,325000,14
276001,326000,14
277001,327000,14
278001,328000,13
279001,329000,13
280001,330000,13
281001,331000,13
282001,332000,13
283001,333000,14
284001,334000,14
285001,335000,14
286001,336000,13
287001,337000,13
288001,338000,13
289001,339000,13
290001,340000,13
291001,341000,12
292001,342000,13
293001,343000,13
294001,344000,13
295001,345000,7
296001,346000,7
297001,347000,6
298001,348000,7
299001,349000,7
300001,350000,8
301001,351000,7
302001,352000,7
303001,353000,7
304001,354000,7
305001,355000,6
306001,356000,6
307001,357000,7
308001,358000,6
309001,359000,6
310001,360000,6
311001,361000,6
312001,362000,6
313001,363000,6
314001,364000,6
315001,365000,6
316001,366000,6
317001,367000,6
318001,368000,6
319001,369000,8
320001,370000,9
321001,371000,9
322001,372000,9
323001,373000,9
324001,374000,9
325001,375000,9
326001,376000,10
327001,377000,10
328001,378000,10
329001,379000,10
330001,380000,11
331001,381000,11
332001,382000,11
333001,383000,10
334001,384000,10
335001,385000,10
336001,386000,10
337001,387000,10
338001,388000,10
339001,389000,10
340001,390000,10
341001,391000,10
342001,392000,9
343001,393000,9
344001,394000,10
345001,395000,10
346001,396000,10
347001,397000,10
348001,398000,10
349001,399000,10
350001,400000,9
351001,401000,9
352001,402000,9
353001,403000,9
354001,404000,9
355001,405000,9
356001,406000,9
357001,407000,8
358001,408000,9
359001,409000,9
360001,410000,9
361001,411000,9
362001,412000,9
363001,413000,10
364001,414000,10
365001,415000,10
366001,416000,11
367001,417000,11
368001,418000,11
369001,419000,9
370001,420000,8
371001,421000,9
372001,422000,10
373001,423000,9
374001,424000,10
375001,425000,10
376001,426000,10
377001,427000,10
378001,428000,10
379001,429000,10
380001,430000,9
381001,431000,10
382001,432000,11
383001,433000,11
384001,434000,12
385001,435000,12
