window_start,window_end,variant_density
1,50000,9
1001,51000,9
2001,52000,9
3001,53000,9
4001,54000,9
5001,55000,9
6001,56000,9
7001,57000,9
8001,58000,10
9001,59000,10
10001,60000,10
11001,61000,9
12001,62000,7
13001,63000,7
14001,64000,5
15001,65000,5
16001,66000,5
17001,67000,5
18001,68000,5
19001,69000,5
20001,70000,5
21001,71000,5
22001,72000,5
23001,73000,8
24001,74000,9
25001,75000,9
26001,76000,9
27001,77000,9
28001,78000,9
29001,79000,9
30001,80000,9
31001,81000,9
32001,82000,9
33001,83000,9
34001,84000,9
35001,85000,9
36001,86000,9
37001,87000,9
38001,88000,11
39001,89000,11
40001,90000,10
41001,91000,9
42001,92000,8
43001,93000,7
44001,94000,7
45001,95000,7
46001,96000,7
47001,97000,7
48001,98000,7
49001,99000,7
50001,100000,7
51001,101000,7
52001,102000,7
53001,103000,7
54001,104000,7
55001,105000,7
56001,106000,7
57001,107000,7
58001,108000,6
59001,109000,6
60001,110000,7
61001,111000,7
62001,112000,7
63001,113000,7
64001,114000,7
65001,115000,7
66001,116000,7
67001,117000,7
68001,118000,7
69001,119000,7
70001,120000,7
71001,121000,7
72001,122000,7
73001,123000,4
74001,124000,3
75001,125000,3
76001,126000,3
77001,127000,3
78001,128000,3
79001,129000,3
80001,130000,3
81001,131000,3
82001,132000,3
83001,133000,3
84001,134000,3
85001,135000,3
86001,136000,3
87001,137000,3
88001,138000,1
89001,139000,1
90001,140000,1
91001,141000,2
92001,142000,2
93001,143000,2
94001,144000,2
95001,145000,3
96001,146000,3
97001,147000,3
98001,148000,3
99001,149000,3
100001,150000,4
101001,151000,4
102001,152000,4
103001,153000,4
104001,154000,4
105001,155000,4
106001,156000,4
107001,157000,5
108001,158000,5
109001,159000,5
110001,160000,4
111001,161000,4
112001,162000,4
113001,163000,4
114001,164000,4
115001,165000,4
116001,166000,4
117001,167000,4
118001,168000,5
119001,169000,5
120001,170000,5
121001,171000,5
122001,172000,6
123001,173000,7
124001,174000,7
125001,175000,7
126001,176000,7
127001,177000,7
128001,178000,8
129001,179000,8
130001,180000,8
131001,181000,8
132001,182000,9
133001,183000,9
134001,184000,9
135001,185000,9
136001,186000,9
137001,187000,9
138001,188000,9
139001,189000,9
140001,190000,9
141001,191000,8
142001,192000,8
143001,193000,8
144001,194000,8
145001,195000,10
146001,196000,10
147001,197000,10
148001,198000,10
149001,199000,10
150001,200000,9
151001,201000,9
152001,202000,9
153001,203000,9
154001,204000,9
155001,205000,9
156001,206000,9
157001,207000,8
158001,208000,8
159001,209000,8
160001,210000,8
161001,211000,8
162001,212000,8
163001,213000,8
164001,214000,8
165001,215000,8
166001,216000,8
167001,217000,8
168001,218000,7
169001,219000,7
170001,220000,7
171001,221000,7
172001,222000,6
173001,223000,5
174001,224000,5
175001,225000,5
176001,226000,5
177001,227000,5
178001,228000,4
179001,229000,4
180001,230000,4
181001,231000,4
182001,232000,3
183001,233000,4
184001,234000,4
185001,235000,4
186001,236000,4
187001,237000,4
188001,238000,4
189001,239000,4
190001,240000,4
191001,241000,4
192001,242000,4
193001,243000,4
194001,244000,4
195001,245000,1
196001,246000,1
197001,247000,1
198001,248000,1
199001,249000,1
200001,250000,1
201001,251000,1
202001,252000,1
203001,253000,1
204001,254000,1
205001,255000,1
206001,256000,1
207001,257000,1
208001,258000,2
209001,259000,2
210001,260000,2
211001,261000,2
212001,262000,2
213001,263000,2
214001,264000,2
215001,265000,2
216001,266000,2
217001,267000,2
218001,268000,2
219001,269000,2
220001,270000,3
221001,271000,3
222001,272000,3
223001,273000,3
224001,274000,3
225001,275000,3
226001,276000,3
227001,277000,3
228001,278000,3
229001,279000,3
230001,280000,3
231001,281000,3
232001,282000,3
233001,283000,2
234001,284000,2
235001,285000,2
236001,286000,2
237001,287000,2
238001,288000,2
239001,289000,2
240001,290000,2
241001,291000,2
242001,292000,2
243001,293000,2
244001,294000,2
245001,295000,2
246001,296000,2
247001,297000,2
248001,298000,3
249001,299000,3
250001,300000,3
251001,301000,3
252001,302000,3
253001,303000,4
254001,304000,5
255001,305000,5
256001,306000,5
257001,307000,5
258001,308000,4
