window_start,window_end,variant_density
1,1000000,325
1001,1001000,325
2001,1002000,325
3001,1003000,325
4001,1004000,325
5001,1005000,325
6001,1006000,325
7001,1007000,325
8001,1008000,325
9001,1009000,325
10001,1010000,325
11001,1011000,325
12001,1012000,325
13001,1013000,328
14001,1014000,328
15001,1015000,325
16001,1016000,326
17001,1017000,326
18001,1018000,325
19001,1019000,322
20001,1020000,322
21001,1021000,322
22001,1022000,322
23001,1023000,322
24001,1024000,322
25001,1025000,322
26001,1026000,322
27001,1027000,321
28001,1028000,320
29001,1029000,320
30001,1030000,320
31001,1031000,320
32001,1032000,321
33001,1033000,321
34001,1034000,320
35001,1035000,319
36001,1036000,320
37001,1037000,321
38001,1038000,320
39001,1039000,315
40001,1040000,313
41001,1041000,314
42001,1042000,314
43001,1043000,314
44001,1044000,314
45001,1045000,314
46001,1046000,320
47001,1047000,320
48001,1048000,320
49001,1049000,320
50001,1050000,321
51001,1051000,321
52001,1052000,320
53001,1053000,320
54001,1054000,320
55001,1055000,320
56001,1056000,320
57001,1057000,319
58001,1058000,319
59001,1059000,320
60001,1060000,320
61001,1061000,320
62001,1062000,320
63001,1063000,318
64001,1064000,319
65001,1065000,319
66001,1066000,319
67001,1067000,319
68001,1068000,318
69001,1069000,318
70001,1070000,318
71001,1071000,318
72001,1072000,318
73001,1073000,318
74001,1074000,318
75001,1075000,319
76001,1076000,319
77001,1077000,319
78001,1078000,319
79001,1079000,319
80001,1080000,318
81001,1081000,318
82001,1082000,318
83001,1083000,318
84001,1084000,318
85001,1085000,318
86001,1086000,318
87001,1087000,319
88001,1088000,319
89001,1089000,318
90001,1090000,318
91001,1091000,318
92001,1092000,319
93001,1093000,319
94001,1094000,319
95001,1095000,319
96001,1096000,319
97001,1097000,319
98001,1098000,320
99001,1099000,320
100001,1100000,318
101001,1101000,318
102001,1102000,318
103001,1103000,318
104001,1104000,318
105001,1105000,318
106001,1106000,318
107001,1107000,317
108001,1108000,316
109001,1109000,316
110001,1110000,317
111001,1111000,317
112001,1112000,317
113001,1113000,316
114001,1114000,315
115001,1115000,315
116001,1116000,315
117001,1117000,315
118001,1118000,315
119001,1119000,314
120001,1120000,315
121001,1121000,315
122001,1122000,314
123001,1123000,314
124001,1124000,314
125001,1125000,314
126001,1126000,314
127001,1127000,314
128001,1128000,314
129001,1129000,314
130001,1130000,314
131001,1131000,314
132001,1132000,315
133001,1133000,315
134001,1134000,315
135001,1135000,315
136001,1136000,315
137001,1137000,315
138001,1138000,317
139001,1139000,318
140001,1140000,317
141001,1141000,317
142001,1142000,317
143001,1143000,316
144001,1144000,315
145001,1145000,315
146001,1146000,315
147001,1147000,319
148001,1148000,319
149001,1149000,319
150001,1150000,319
151001,1151000,318
152001,1152000,319
153001,1153000,320
154001,1154000,320
155001,1155000,320
156001,1156000,320
157001,1157000,320
158001,1158000,320
159001,1159000,320
160001,1160000,321
161001,1161000,321
162001,1162000,322
163001,1163000,322
164001,1164000,322
165001,1165000,324
166001,1166000,324
167001,1167000,325
168001,1168000,326
169001,1169000,327
170001,1170000,330
171001,1171000,330
172001,1172000,333
173001,1173000,333
174001,1174000,333
175001,1175000,333
176001,1176000,332
177001,1177000,332
178001,1178000,332
179001,1179000,332
180001,1180000,331
181001,1181000,329
182001,1182000,330
183001,1183000,330
184001,1184000,330
185001,1185000,330
186001,1186000,330
187001,1187000,330
188001,1188000,330
189001,1189000,330
190001,1190000,330
191001,1191000,330
192001,1192000,330
193001,1193000,330
194001,1194000,330
195001,1195000,329
196001,1196000,330
197001,1197000,330
198001,1198000,330
199001,1199000,330
200001,1200000,330
201001,1201000,330
202001,1202000,330
203001,1203000,331
204001,1204000,332
205001,1205000,332
206001,1206000,332
207001,1207000,332
208001,1208000,332
209001,1209000,333
210001,1210000,333
211001,1211000,332
212001,1212000,332
213001,1213000,332
214001,1214000,331
215001,1215000,331
216001,1216000,331
217001,1217000,331
218001,1218000,331
219001,1219000,331
220001,1220000,331
221001,1221000,331
222001,1222000,331
223001,1223000,331
224001,1224000,331
225001,1225000,331
226001,1226000,331
227001,1227000,331
228001,1228000,331
229001,1229000,331
230001,1230000,331
231001,1231000,331
232001,1232000,331
233001,1233000,331
234001,1234000,331
235001,1235000,334
236001,1236000,334
237001,1237000,334
238001,1238000,333
239001,1239000,333
240001,1240000,333
241001,1241000,333
242001,1242000,333
243001,1243000,333
244001,1244000,332
245001,1245000,332
246001,1246000,332
247001,1247000,332
248001,1248000,332
249001,1249000,331
250001,1250000,331
251001,1251000,330
252001,1252000,330
253001,1253000,330
254001,1254000,330
255001,1255000,330
256001,1256000,330
257001,1257000,330
258001,1258000,330
259001,1259000,330
260001,1260000,330
261001,1261000,331
262001,1262000,332
263001,1263000,331
264001,1264000,331
265001,1265000,331
266001,1266000,331
267001,1267000,331
268001,1268000,331
269001,1269000,332
270001,1270000,334
271001,1271000,334
272001,1272000,334
273001,1273000,333
274001,1274000,333
275001,1275000,333
276001,1276000,334
277001,1277000,335
278001,1278000,334
279001,1279000,335
280001,1280000,336
281001,1281000,336
282001,1282000,336
283001,1283000,337
284001,1284000,337
285001,1285000,337
286001,1286000,336
287001,1287000,336
288001,1288000,336
289001,1289000,336
290001,1290000,337
291001,1291000,337
292001,1292000,337
293001,1293000,337
294001,1294000,337
295001,1295000,331
296001,1296000,331
297001,1297000,330
298001,1298000,330
299001,1299000,330
300001,1300000,330
301001,1301000,329
302001,1302000,329
303001,1303000,329
304001,1304000,329
305001,1305000,331
306001,1306000,333
307001,1307000,333
308001,1308000,332
309001,1309000,332
310001,1310000,332
311001,1311000,332
312001,1312000,332
313001,1313000,332
314001,1314000,333
315001,1315000,334
316001,1316000,334
317001,1317000,335
318001,1318000,335
319001,1319000,335
320001,1320000,335
321001,1321000,335
322001,1322000,335
323001,1323000,335
324001,1324000,335
325001,1325000,335
326001,1326000,335
327001,1327000,335
328001,1328000,336
329001,1329000,336
330001,1330000,336
331001,1331000,337
332001,1332000,337
333001,1333000,337
334001,1334000,337
335001,1335000,341
336001,1336000,343
337001,1337000,344
338001,1338000,352
339001,1339000,352
340001,1340000,352
341001,1341000,352
342001,1342000,352
343001,1343000,352
344001,1344000,352
345001,1345000,352
346001,1346000,352
347001,1347000,352
348001,1348000,351
349001,1349000,352
350001,1350000,351
351001,1351000,351
352001,1352000,351
353001,1353000,351
354001,1354000,351
355001,1355000,351
356001,1356000,351
357001,1357000,350
358001,1358000,351
359001,1359000,351
360001,1360000,351
361001,1361000,351
362001,1362000,351
363001,1363000,354
364001,1364000,356
365001,1365000,356
366001,1366000,356
367001,1367000,358
368001,1368000,366
369001,1369000,365
370001,1370000,364
371001,1371000,364
372001,1372000,364
373001,1373000,363
374001,1374000,363
375001,1375000,363
376001,1376000,362
377001,1377000,363
378001,1378000,363
379001,1379000,363
380001,1380000,362
381001,1381000,362
382001,1382000,362
383001,1383000,362
384001,1384000,362
385001,1385000,362
386001,1386000,362
387001,1387000,363
388001,1388000,363
389001,1389000,363
390001,1390000,363
391001,1391000,363
392001,1392000,363
393001,1393000,363
394001,1394000,364
395001,1395000,364
396001,1396000,364
397001,1397000,364
398001,1398000,363
399001,1399000,363
400001,1400000,363
401001,1401000,363
402001,1402000,363
403001,1403000,363
404001,1404000,363
405001,1405000,363
406001,1406000,363
407001,1407000,363
408001,1408000,362
409001,1409000,362
410001,1410000,362
411001,1411000,363
412001,1412000,364
413001,1413000,364
414001,1414000,364
415001,1415000,364
416001,1416000,363
417001,1417000,363
418001,1418000,363
419001,1419000,365
420001,1420000,365
421001,1421000,366
422001,1422000,365
423001,1423000,365
424001,1424000,364
425001,1425000,364
426001,1426000,364
427001,1427000,364
428001,1428000,364
429001,1429000,364
430001,1430000,364
431001,1431000,363
432001,1432000,362
433001,1433000,362
434001,1434000,361
435001,1435000,361
436001,1436000,361
437001,1437000,362
438001,1438000,361
439001,1439000,361
440001,1440000,361
441001,1441000,361
442001,1442000,361
443001,1443000,361
444001,1444000,366
445001,1445000,371
446001,1446000,373
447001,1447000,375
448001,1448000,375
449001,1449000,376
450001,1450000,376
451001,1451000,376
452001,1452000,376
453001,1453000,375
454001,1454000,375
455001,1455000,372
456001,1456000,368
457001,1457000,364
458001,1458000,363
459001,1459000,362
460001,1460000,363
461001,1461000,363
462001,1462000,363
463001,1463000,363
464001,1464000,363
465001,1465000,363
466001,1466000,364
467001,1467000,364
468001,1468000,365
469001,1469000,365
470001,1470000,365
471001,1471000,365
472001,1472000,365
473001,1473000,365
474001,1474000,365
475001,1475000,365
476001,1476000,365
477001,1477000,364
478001,1478000,364
479001,1479000,364
480001,1480000,364
481001,1481000,364
482001,1482000,362
483001,1483000,362
484001,1484000,362
485001,1485000,362
486001,1486000,363
487001,1487000,364
488001,1488000,365
489001,1489000,364
490001,1490000,364
491001,1491000,365
492001,1492000,365
493001,1493000,365
494001,1494000,361
495001,1495000,356
496001,1496000,356
497001,1497000,354
498001,1498000,355
499001,1499000,355
500001,1500000,355
501001,1501000,355
502001,1502000,355
503001,1503000,357
504001,1504000,357
505001,1505000,356
506001,1506000,356
507001,1507000,356
508001,1508000,356
509001,1509000,356
510001,1510000,356
511001,1511000,357
512001,1512000,357
513001,1513000,357
514001,1514000,357
