window_start,window_end,variant_density
1,10000000,0
1001,10001000,0
2001,10002000,0
3001,10003000,0
4001,10004000,0
5001,10005000,0
6001,10006000,0
7001,10007000,0
8001,10008000,0
9001,10009000,0
10001,10010000,0
11001,10011000,0
12001,10012000,0
13001,10013000,0
14001,10014000,0
15001,10015000,0
16001,10016000,0
17001,10017000,0
18001,10018000,0
19001,10019000,0
20001,10020000,0
21001,10021000,0
22001,10022000,0
23001,10023000,0
24001,10024000,0
25001,10025000,0
26001,10026000,0
27001,10027000,0
28001,10028000,0
29001,10029000,0
30001,10030000,0
31001,10031000,0
32001,10032000,0
33001,10033000,0
34001,10034000,0
35001,10035000,0
36001,10036000,0
37001,10037000,0
38001,10038000,0
39001,10039000,0
40001,10040000,0
41001,10041000,0
42001,10042000,0
43001,10043000,0
44001,10044000,0
45001,10045000,0
46001,10046000,0
47001,10047000,0
48001,10048000,0
49001,10049000,0
50001,10050000,0
51001,10051000,0
52001,10052000,0
53001,10053000,0
54001,10054000,0
55001,10055000,0
56001,10056000,0
57001,10057000,0
58001,10058000,0
59001,10059000,0
60001,10060000,0
61001,10061000,0
62001,10062000,0
63001,10063000,0
64001,10064000,0
65001,10065000,0
66001,10066000,0
67001,10067000,0
68001,10068000,0
69001,10069000,0
70001,10070000,0
71001,10071000,0
72001,10072000,0
73001,10073000,0
74001,10074000,0
75001,10075000,0
76001,10076000,0
77001,10077000,0
78001,10078000,0
79001,10079000,0
80001,10080000,0
81001,10081000,0
82001,10082000,0
83001,10083000,0
84001,10084000,0
85001,10085000,0
86001,10086000,0
87001,10087000,0
88001,10088000,0
89001,10089000,0
90001,10090000,0
91001,10091000,0
92001,10092000,0
93001,10093000,0
94001,10094000,0
95001,10095000,0
96001,10096000,0
97001,10097000,0
98001,10098000,0
99001,10099000,0
100001,10100000,0
101001,10101000,0
102001,10102000,0
103001,10103000,0
104001,10104000,0
105001,10105000,0
106001,10106000,0
107001,10107000,0
108001,10108000,0
109001,10109000,0
110001,10110000,0
111001,10111000,0
