window_start,window_end,variant_density
1,1000000,86
1001,1001000,86
2001,1002000,86
3001,1003000,86
4001,1004000,86
5001,1005000,86
6001,1006000,86
7001,1007000,86
8001,1008000,86
9001,1009000,86
10001,1010000,86
11001,1011000,85
12001,1012000,83
13001,1013000,83
14001,1014000,81
15001,1015000,81
16001,1016000,81
17001,1017000,81
18001,1018000,81
19001,1019000,81
20001,1020000,81
21001,1021000,81
22001,1022000,81
23001,1023000,81
24001,1024000,81
25001,1025000,81
26001,1026000,81
27001,1027000,81
28001,1028000,81
29001,1029000,81
30001,1030000,81
31001,1031000,81
32001,1032000,81
33001,1033000,81
34001,1034000,81
35001,1035000,81
36001,1036000,81
37001,1037000,81
38001,1038000,81
39001,1039000,82
40001,1040000,81
41001,1041000,80
42001,1042000,79
43001,1043000,78
44001,1044000,78
45001,1045000,78
46001,1046000,78
47001,1047000,78
48001,1048000,78
49001,1049000,78
50001,1050000,78
51001,1051000,78
52001,1052000,78
53001,1053000,79
54001,1054000,79
55001,1055000,79
56001,1056000,79
57001,1057000,79
58001,1058000,78
59001,1059000,78
60001,1060000,78
61001,1061000,78
62001,1062000,78
63001,1063000,78
64001,1064000,78
65001,1065000,78
66001,1066000,78
67001,1067000,78
68001,1068000,78
69001,1069000,78
70001,1070000,78
71001,1071000,78
72001,1072000,78
73001,1073000,75
74001,1074000,74
75001,1075000,74
76001,1076000,74
77001,1077000,74
78001,1078000,74
79001,1079000,74
80001,1080000,75
81001,1081000,75
82001,1082000,75
83001,1083000,76
84001,1084000,76
85001,1085000,78
86001,1086000,78
87001,1087000,78
88001,1088000,76
89001,1089000,76
90001,1090000,76
91001,1091000,76
92001,1092000,77
93001,1093000,77
94001,1094000,77
95001,1095000,77
96001,1096000,77
97001,1097000,78
98001,1098000,78
99001,1099000,79
100001,1100000,79
101001,1101000,79
102001,1102000,79
103001,1103000,80
104001,1104000,80
105001,1105000,80
106001,1106000,80
107001,1107000,80
108001,1108000,80
109001,1109000,80
110001,1110000,79
111001,1111000,79
112001,1112000,79
113001,1113000,79
